Groups	AN	Species
plants_mit	NC_082921.1	Gastrodia pubilabiata
plants_mit	NC_086685.1	Amaranthus tricolor
plants_mit	NC_086686.1	Secale cereale
plants_mit	OL857283.1	Schisandra chinensis chromosome 7
plants_mit	OL857286.1	Schisandra chinensis chromosome 10
plants_mit	OM066881.1	Amorphophallus albus chromosome 13
plants_mit	OM461351.1	Populus deltoides chromosome M01
plants_mit	OM461352.1	Populus deltoides chromosome M02
plants_mit	OM461353.1	Populus deltoides chromosome M03
plants_mit	OM952136.1	Fagonia cretica
plants_mit	OP465217.1	Paphiopedilum micranthum chromosome 18
plants_mit	OP973803.1	Lilium tsingtauense chromosome 21
plants_mit	OP973807.1	Lilium tsingtauense chromosome 25
plants_mit	OP973808.1	Lilium tsingtauense chromosome 26
plants_mit	OP973810.1	Lilium tsingtauense chromosome 28
plants_mit	OU343227.1	Chrysanthemum makinoi
plants_plt	AP017904.1	Callitris sulcata
plants_plt	AP017908.1	Asarum sakawanum
plants_plt	AP017910.1	Patrinia triloba var. takeuchiana
plants_plt	AP018459.1	Saxifraga acerifolia
plants_plt	AP018513.1	Asarum costatum
plants_plt	AP018514.1	Asarum minamitanianum
plants_plt	AY522330.1	Oryza sativa Japonica Group
plants_plt	EF534108.1	Beta vulgaris
plants_plt	EU998744.3	Pinus longaeva
plants_plt	HG931056.1	Potentilla micrantha
plants_plt	KC470707.1	Solanum carolinense
plants_plt	KU170678.1	Citrus unshiu x Citrus sinensis x Citrus reticulata
plants_plt	KU171378.1	Tetraplodon fuegianus
plants_plt	KX450884.1	Pyrus communis x Pyrus pyrifolia
plants_plt	KY828136.1	Cycas taiwaniana
plants_plt	KY993955.1	Lemna japonica
plants_plt	KY993957.1	Lemna gibba
plants_plt	KY993959.1	Landoltia punctata
plants_plt	LC529900.1	Asarum forbesii
plants_plt	LC529901.1	Asarum satsumense
plants_plt	LC529902.1	Asarum shuttleworthii
plants_plt	LC529903.1	Asarum wulingense
plants_plt	LC529904.1	Asarum macranthum
plants_plt	LC530277.1	Magnolia pseudokobus
plants_plt	LC707676.1	Nanhaia fordii
plants_plt	MF177088.1	Azolla mexicana
plants_plt	MF177089.1	Azolla microphylla
plants_plt	MF177090.1	Azolla nilotica
plants_plt	MF177091.1	Azolla rubra
plants_plt	MF177093.1	Azolla caroliniana
plants_plt	MF177094.1	Azolla filiculoides
plants_plt	MF177095.1	Salvinia cucullata
plants_plt	MF467521.1	Toona sureni
plants_plt	MF480543.1	Primulina juliae
plants_plt	MF741770.1	Cercis chuniana
plants_plt	MG198672.1	Camellia fangchengensis
plants_plt	MG198673.1	Camellia pubifurfuracea
plants_plt	MG262344.1	Populus alba var. pyramidalis
plants_plt	MG838431.1	Hernandia nymphaeifolia
plants_plt	MH049548.1	Euphorbia hainanensis
plants_plt	MH150885.1	Euonymus fortunei chloroplast sequence, sequence
plants_plt	MH229859.1	Osmanthus urceolatus
plants_plt	MK116525.1	Festuca sinensis
plants_plt	MK125083.1	Cephalotaxus hainanensis
plants_plt	MK281335.1	Selaginella tamariscina
plants_plt	MK287776.1	Lepisorus waltonii
plants_plt	MK370035.1	Pleione forrestii
plants_plt	MK460598.1	Selaginella stauntoniana
plants_plt	MK460599.1	Selaginella involvens
plants_plt	MK523392.1	Xerophyta viscosa
plants_plt	MK559435.1	Cotoneaster morrisonensis
plants_plt	MK659854.1	Dipterocarpus tempehes
plants_plt	MK716276.1	Thalictrum hernandezii
plants_plt	MK726375.1	Caryocar brasiliense
plants_plt	MK782762.1	Pinus kesiya var. langbianensis
plants_plt	MK792342.1	Pleione chunii
plants_plt	MK810725.1	Pleione pleionoides
plants_plt	MK816299.1	Prunus canescens
plants_plt	MK816300.1	Vaccinium duclouxii
plants_plt	MK816301.1	Vaccinium fragile
plants_plt	MK861441.1	Camellia sinensis chloroplast sequence
plants_plt	MN175501.1	Onosma paniculata
plants_plt	MN241447.1	Sanguinaria canadensis
plants_plt	MN245570.1	Dendrobium harveyanum
plants_plt	MN296416.1	Zaleya pentandra
plants_plt	MN309778.1	Metroxylon sagu
plants_plt	MN395041.1	Phalaenopsis cornu-cervi
plants_plt	MN420499.1	Campeiostachys dahurica var. tangutorum
plants_plt	MN537563.1	Neottia kiusiana
plants_plt	MN627276.1	Gentianopsis barbata var. stenocalyx
plants_plt	MN627277.1	Gentianella arenaria
plants_plt	MN627278.1	Gentianopsis paludosa var. paludosa
plants_plt	MN627279.1	Gentianopsis paludosa var. alpina
plants_plt	MN627280.1	Gentianopsis barbata var. barbata
plants_plt	MN627281.1	Lomatogonium macranthum
plants_plt	MN627282.1	Comastoma pedunculatum
plants_plt	MN627283.1	Comastoma jigzhiense
plants_plt	MN627284.1	Lomatogonium carinthiacum
plants_plt	MN627285.1	Lomatogonium gamosepalum
plants_plt	MN627287.1	Tripterospermum volubile
plants_plt	MN627288.1	Comastoma polycladum
plants_plt	MN627289.1	Gentianella azurea
plants_plt	MN635745.1	Aconitum austroyunnanense
plants_plt	MN640792.1	Polystichum deltodon
plants_plt	MN646885.1	Paratinospora sagittata
plants_plt	MN663159.1	Mammillaria haageana subsp. san-angelensis
plants_plt	MN765097.1	Adenium obesum
plants_plt	MN823073.1	Lonicera korolkowii
plants_plt	MN866115.1	Saraca asoca
plants_plt	MT041258.1	Anoectochilus nandanensis
plants_plt	MT041259.1	Anoectochilus calcareus
plants_plt	MT274595.1	Phalaris arundinacea
plants_plt	MT274596.1	Phalaris aquatica
plants_plt	MT294080.1	Ariocarpus agavoides
plants_plt	MT294081.1	Ariocarpus retusus
plants_plt	MT294082.1	Ariocarpus kotschoubeyanus
plants_plt	MT294083.1	Ariocarpus scaphirostris
plants_plt	MT294084.1	Ariocarpus fissuratus
plants_plt	MT312257.1	Amaranthus palmeri
plants_plt	MT374741.1	Aesculus chinensis var. wilsonii
plants_plt	MT379660.1	Acrostichum aureum
plants_plt	MT419383.1	Burmannia chinensis
plants_plt	MT419394.1	Burmannia filamentosa
plants_plt	MT419395.1	Burmannia itoana
plants_plt	MT419398.1	Burmannia kalbreyeri
plants_plt	MT419399.1	Burmannia longifolia
plants_plt	MT419400.1	Burmannia lutescens
plants_plt	MT419407.1	Burmannia pusilla
plants_plt	MT419411.1	Burmannia stuebelii
plants_plt	MT419412.1	Burmannia tenella
plants_plt	MT419413.1	Burmannia wallichii
plants_plt	MT419417.1	Gymnosiphon usambaricus
plants_plt	MT419419.1	Sciaphila sp.
plants_plt	MT419420.1	Tacca chantrieri
plants_plt	MT419421.1	Tacca plantaginea
plants_plt	MT506238.1	Trifolium repens
plants_plt	MT507585.1	Viburnum setigerum
plants_plt	MT507586.1	Viburnum sempervirens var. trichophorum
plants_plt	MT507587.1	Viburnum melanocarpum
plants_plt	MT507588.1	Viburnum foetidum var. rectangulatum
plants_plt	MT507589.1	Viburnum luzonicum
plants_plt	MT507590.1	Viburnum awabuki
plants_plt	MT507592.1	Viburnum henryi
plants_plt	MT507593.1	Viburnum propinquum
plants_plt	MT507594.1	Viburnum rhytidophyllum
plants_plt	MT507595.1	Viburnum ternatum
plants_plt	MT507596.1	Viburnum cinnamomifolium
plants_plt	MT507597.1	Viburnum sympodiale
plants_plt	MT507598.1	Viburnum nervosum
plants_plt	MT507602.1	Viburnum oliganthum
plants_plt	MT507603.1	Viburnum hanceanum
plants_plt	MT507605.1	Viburnum opulus
plants_plt	MT554930.1	Saussurea phaeantha
plants_plt	MT568766.1	Hordeum brevisubulatum
plants_plt	MT646354.1	Cenchrus clandestinus
plants_plt	MT772391.1	Abutilon fruticosum
plants_plt	MT780300.1	Fenerivia ghesquiereana
plants_plt	MT982432.1	Geum elatum
plants_plt	MW039342.1	Loxogramme lankokiensis
plants_plt	MW053685.1	Acanthocalyx nepalensis
plants_plt	MW067145.1	Sphaerocarpos texanus
plants_plt	MW221263.1	Sinolimprichtia alpina var. dissecta
plants_plt	MW228409.1	Heracleum hemsleyanum
plants_plt	MW231896.1	Saussurea hypsipeta
plants_plt	MW271041.1	Pityopsis aspera var. adenolepis
plants_plt	MW279238.1	Pityopsis graminifolia
plants_plt	MW282955.1	Erica versicolor
plants_plt	MW306959.1	Osmolindsaea odorata
plants_plt	MW316409.1	Phlomoides megalantha
plants_plt	MW316410.1	Phlomis ornata
plants_plt	MW316412.1	Phlomis tatsienensis
plants_plt	MW338736.1	Erica arborea
plants_plt	MW375123.1	Acianthera recurva
plants_plt	MW375127.1	Myoxanthus exasperatus
plants_plt	MW489448.1	Zygophyllum loczyi
plants_plt	MW489449.1	Zygophyllum gobicum
plants_plt	MW551563.1	Zygophyllum macropodum
plants_plt	MW557311.1	Gymnosporia montana
plants_plt	MW557318.1	Zygophyllum sinkiangense
plants_plt	MW599984.1	Prunus glandulosa
plants_plt	MW722359.1	Murraya exotica
plants_plt	MW845828.1	Coptis chinensis
plants_plt	MW846258.1	Fagus hayatae
plants_plt	MW899368.1	Rhododendron annae
plants_plt	MW899369.1	Rhododendron denudatum
plants_plt	MW899370.1	Rhododendron fortunei
plants_plt	MW899371.1	Rhododendron hancockii
plants_plt	MW899372.1	Rhododendron irroratum
plants_plt	MW899373.1	Rhododendron pachypodum
plants_plt	MW899375.1	Rhododendron yunnanense
plants_plt	MZ160991.1	Dipterocarpus gracilis
plants_plt	MZ160992.1	Dipterocarpus intricatus
plants_plt	MZ160993.1	Hopea mollissima
plants_plt	MZ160994.1	Hopea odorata
plants_plt	MZ160995.1	Shorea henryana
plants_plt	MZ160996.1	Shorea roxburghii
plants_plt	MZ160997.1	Shorea leprosula
plants_plt	MZ359283.1	Racopilum cuspidigerum
plants_plt	MZ463069.1	Fagus lucida
plants_plt	MZ519678.1	Damrongia clarkeana
plants_plt	MZ567053.1	Brachythecium rivulare
plants_plt	MZ567054.1	Eurhynchiadelphus eustegia
plants_plt	MZ618240.1	Magnolia crassipes
plants_plt	MZ618241.1	Magnolia figo var. skinneriana
plants_plt	MZ707510.1	Strobilanthes pulcherrima
plants_plt	MZ707511.1	Strobilanthes hamiltoniana
plants_plt	MZ707512.1	Strobilanthes habracanthoides
plants_plt	MZ707513.1	Strobilanthes gossypina
plants_plt	MZ707514.1	Strobilanthes sexennis
plants_plt	MZ707515.1	Strobilanthes schomburgkii
plants_plt	MZ707516.1	Strobilanthes rhamnifolia
plants_plt	MZ707517.1	Strobilanthes laxa
plants_plt	MZ707518.1	Strobilanthes walkeri
plants_plt	MZ707519.1	Strobilanthes diandra
plants_plt	MZ707520.1	Barleria vestita
plants_plt	NC_006861.1	Huperzia lucidula
plants_plt	NC_008155.1	Oryza sativa Indica Group
plants_plt	NC_015139.1	Brassica rapa subsp. pekinensis
plants_plt	NC_021437.1	Cunninghamia lanceolata
plants_plt	NC_021438.1	Gnetum montanum
plants_plt	NC_021439.1	Pinus massoniana
plants_plt	NC_021441.1	Taiwania flousiana
plants_plt	NC_026909.1	Hibiscus syriacus
plants_plt	NC_030567.1	Licania glabriflora
plants_plt	NC_030568.1	Licania macrophylla
plants_plt	NC_030571.1	Licania michauxii
plants_plt	NC_030573.1	Licania minutiflora
plants_plt	NC_030711.1	Listera fugongensis
plants_plt	NC_034806.1	Torreya grandis
plants_plt	NC_037413.1	Populus angustifolia
plants_plt	NC_037414.1	Populus koreana
plants_plt	NC_037415.1	Populus laurifolia
plants_plt	NC_037416.1	Populus nigra
plants_plt	NC_037417.1	Populus pruinosa
plants_plt	NC_037418.1	Populus simonii
plants_plt	NC_037419.1	Populus szechuanica
plants_plt	NC_037420.1	Populus trinervis
plants_plt	NC_037421.1	Populus yunnanensis
plants_plt	NC_037422.1	Salix chaenomeloides
plants_plt	NC_037423.1	Salix hypoleuca
plants_plt	NC_037424.1	Salix magnifica
plants_plt	NC_037425.1	Salix minjiangensis
plants_plt	NC_037426.1	Salix paraplesia
plants_plt	NC_037427.1	Salix rehderiana
plants_plt	NC_037428.1	Salix rorida
plants_plt	NC_037429.1	Salix taoensis
plants_plt	NC_037503.1	Asarum minus
plants_plt	NC_039582.1	Abies religiosa
plants_plt	NC_039587.1	Pinus pinceana
plants_plt	NC_039707.1	Dioscorea alata
plants_plt	NC_039708.1	Dioscorea bulbifera
plants_plt	NC_039749.1	Castanea seguinii
plants_plt	NC_039807.1	Dioscorea aspersa
plants_plt	NC_039808.1	Dioscorea futschauensis
plants_plt	NC_041128.1	Halesia diptera
plants_plt	NC_052706.1	Medicago edgeworthii
plants_plt	NC_052728.1	Syzygium jambos
plants_plt	NC_052729.1	Melaleuca cajuputi
plants_plt	NC_053690.1	Citrus hindsii
plants_plt	NC_053691.1	Verbascum thapsus
plants_plt	NC_053703.1	Prunus japonica
plants_plt	NC_054185.1	Senna spectabilis
plants_plt	NC_057498.1	Betula microphylla
plants_plt	NC_057621.1	Saussurea salicifolia
plants_plt	NC_058773.1	Vatica xishuangbannaensis
plants_plt	NC_058774.1	Vatica rassak
plants_plt	NC_058776.1	Strobilanthes medahinnensis
plants_plt	NC_059008.1	Patellifolia patellaris
plants_plt	NC_059009.1	Beta patula
plants_plt	NC_059010.1	Beta corolliflora
plants_plt	NC_059011.1	Patellifolia webbiana
plants_plt	NC_059012.1	Beta vulgaris subsp. vulgaris
plants_plt	NC_059013.1	Beta macrorhiza
plants_plt	NC_059014.1	Beta nana
plants_plt	NC_059015.1	Beta vulgaris subsp. maritima
plants_plt	NC_059016.1	Beta macrocarpa
plants_plt	NC_059017.1	Patellifolia procumbens
plants_plt	NC_059018.1	Beta intermedia
plants_plt	NC_059019.1	Beta vulgaris subsp. adanensis
plants_plt	NC_059020.1	Beta lomatogona
plants_plt	NC_060379.1	Quercus delavayi
plants_plt	NC_060436.1	Salix maizhokunggarensis
plants_plt	NC_061598.1	Heteropappus gouldii
plants_plt	NC_062618.1	Oxytropis diversifolia
plants_plt	NC_065667.1	Citrus micrantha
plants_plt	NC_066493.1	Astilbe rivularis
plants_plt	NC_069818.1	Backhousia citriodora
plants_plt	NC_080988.1	Cyanea calycina
plants_plt	NC_080989.1	Deschampsia nubigena
plants_plt	NC_080990.1	Erythrina sandwicensis
plants_plt	NC_080991.1	Peperomia cookiana
plants_plt	NC_080992.1	Peperomia latifolia
plants_plt	NC_080993.1	Pritchardia hillebrandii
plants_plt	NC_080994.1	Sesbania tomentosa
plants_plt	NC_080995.1	Sida fallax
plants_plt	NC_081982.1	Carya alba
plants_plt	NC_081983.1	Carya pallida
plants_plt	NC_081986.1	Oreomunnea mexicana
plants_plt	NC_081988.1	Pterocarya x rehderiana
plants_plt	NC_081989.1	Pterocarya rhoifolia
plants_plt	NC_082196.1	Tsuga forrestii
plants_plt	NC_082211.1	Tsuga dumosa
plants_plt	NC_085210.1	Arachis lutescens
plants_plt	NC_086776.1	Batis maritima
plants_plt	OK094570.1	Phyllostachys kwangsiensis
plants_plt	OK094571.1	Sinobambusa tootsik
plants_plt	OK135158.1	Camellia sinensis var. lasiocalyx
plants_plt	OK505606.1	Salix viminalis var. gmelinii
plants_plt	OK638154.1	Quercus sichourensis
plants_plt	OL467336.1	Isoetes orientalis
plants_plt	OL944395.1	Artemisia myriantha
plants_plt	OM283817.1	Isoetes hypsophila
plants_plt	OM283818.1	Isoetes yunguiensis
plants_plt	OM283820.1	Isoetes shangrilaensis
plants_plt	OM283821.1	Isoetes sinensis
plants_plt	OM283822.1	Isoetes taiwanensis
plants_plt	OM320795.1	Kalanchoe blossfeldiana
plants_plt	OM952137.1	Fagonia cretica
plants_plt	ON088448.1	Limnanthes alba
plants_plt	ON088449.1	Limnanthes floccosa subsp. Bellingeriana
plants_plt	ON088450.1	Limnanthes douglasii
plants_plt	ON088451.1	Limnanthes floccosa subsp. Grandiflora
plants_plt	ON207049.1	Actinostachys digitata chloroplast, partial genome
plants_plt	OP067661.1	Oxalis stricta
plants_plt	OP650214.1	Spondias pinnata
plants_plt	OP650215.1	Dovyalis abyssinica
plants_plt	OP650216.1	Eugenia aggregata
plants_plt	OP650217.1	Pouteria viridis
plants_plt	OP756522.1	Allium cepa var. aggregatum
plants_plt	OP764692.1	Gleditsia japonica var. velutina
plants_plt	OP837958.1	Gastrodia elata f. elata
plants_plt	OP902221.1	Ophiorrhiza baviensis
plants_plt	OQ052994.1	Helianthus giganteus
plants_plt	OQ053275.1	Helianthus niveus subsp. tephrodes
plants_plt	OQ658673.1	Porella gracillima
protists_mit	AB599931.1	Plasmodium vinckei vinckei
protists_mit	BDQF01000743.1	Plasmodium gonderi
protists_mit	CM007352.1	Plasmodium brasilianum
protists_mit	CP102587.1	Theileria orientalis
protists_mit	CP115540.1	Plasmodium yoelii yoelii
protists_mit	FJ895307.2	Plasmodium gaboni
protists_mit	HM032052.1	Plasmodium inui
protists_mit	HQ702482.1	Eimeria necatrix
protists_mit	JN383843.1	Oxytricha trifallax
protists_mit	KC138226.1	Plasmodium lutzi
protists_mit	KU057169.1	Moramonas marocensis clone Mm_10.1
protists_mit	KU057171.1	Moramonas marocensis clone Mm_3
protists_mit	KU057172.1	Moramonas marocensis clone Mm_4
protists_mit	KU057178.1	Moramonas marocensis clone Mm_10.2
protists_mit	KX094950.1	Eimeria tenella
protists_mit	KX094963.1	Eimeria mitis
protists_mit	KX494929.1	Urostyla grandis
protists_mit	KX495129.1	Eimeria falciformis
protists_mit	KX495130.1	Eimeria zuernii
protists_mit	KX524143.1	Paraurostyla sp.
protists_mit	KX524144.1	Stylonychia lemnae
protists_mit	KY775057.1	Planoprotostelium fungivorum
protists_mit	LC090213.1	Plasmodium bubalis
protists_mit	LC326032.1	Plasmodium sp. ex Capra aegagrus hircus
protists_mit	LR865378.1	Plasmodium vinckei lentum
protists_mit	LR865394.1	Plasmodium vinckei brucechwatti
protists_mit	LR865421.1	Plasmodium vinckei petteri
protists_mit	LR865437.1	Plasmodium vinckei
protists_mit	LS992577.1	Plasmodiophora brassicae
protists_mit	LT594520.1	Plasmodium ovale
protists_mit	LT594637.1	Plasmodium malariae
protists_mit	LT841393.1	Plasmodium cynomolgi
protists_mit	M94286.1	Trypanosoma brucei brucei maxicircle
protists_mit	MF197856.1	Plasmodium sp. vivax/simium
protists_mit	MG948557.1	Trypanosoma copemani maxicircle
protists_mit	MH320093.1	Apicomplexa sp. WK-2018_Corallicola (from Rhodactis sp. wkC1)
protists_mit	MH320094.1	Apicomplexa sp. WK-2018_Corallicola (from Orbicella sp. 8CC)
protists_mit	MH320095.1	Apicomplexa sp. WK-2018_Corallicola (from Cyphastrea sp. 2)
protists_mit	MH608212.2	Pseudocohnilembus persalinus
protists_mit	MH758793.1	Eimeria anseris
protists_mit	MK518339.1	Plasmodium sp. ex Bubalus bubalis
protists_mit	MK570510.1	Leishmania panamensis
protists_mit	MN078134.1	Apicomplexa sp. corallicolid ex Leiopathes glaberrima
protists_mit	MT554701.1	Trypanosoma cruzi
protists_mit	MW491387.1	Plasmodium tropiduri tropiduri
protists_mit	MW491389.1	Plasmodium ouropretensis
protists_mit	NC_012426.1	Plasmodium relictum
protists_mit	NW_009243181.1	Fonticula alba
protists_mit	NW_009243182.1	Fonticula alba
protists_mit	NW_009243183.1	Fonticula alba
protists_mit	NW_009243184.1	Fonticula alba
protists_mit	NW_012157837.1	Saprolegnia parasitica CBS 223.65
protists_mit	NW_015971901.1	Plasmodium chabaudi chabaudi
protists_mit	NW_019223694.1	Plasmodium yoelii
protists_mit	NW_021629667.1	Plasmodium gonderi
protists_mit	NW_023618545.1	Plasmodium vinckei vinckei
protists_mit	OM000218.1	Trypanosoma musculi maxicircle
protists_mit	OM000219.1	Trypanosoma lewisi maxicircle
protists_mit	OP800506.1	Eimeria maxima
protists_mit	OP800512.1	Eimeria praecox
protists_mit	OP800522.1	Eimeria brunetti
protists_mit	OP800523.1	Eimeria acervulina
protists_plt	CP115539.1	Plasmodium yoelii yoelii
protists_plt	JAKSYS010000061.1	Fragilaria crotonensis
protists_plt	LR761315.1	Plasmodium knowlesi
protists_plt	MF101420.1	Symphyocladiella dendroidea
protists_plt	MF101457.1	Polysiphonia teges clone 1
protists_plt	MF101458.1	Polysiphonia teges clone 2
protists_plt	MF101459.1	Polysiphonia teges clone 3
protists_plt	MF101461.1	Polysiphonia teges clone 5
protists_plt	MF101462.1	Polysiphonia teges clone 6
protists_plt	MF101463.1	Polysiphonia teges clone 7
protists_plt	MF101464.1	Polysiphonia teges clone 8
protists_plt	MF101466.1	Polysiphonia teges clone 9
protists_plt	MG264610.1	Paulinella longichromatophora
protists_plt	MW675666.1	Porphyrostromium boryanum contig 118
protists_plt	MW675667.1	Porphyrostromium japonicum contig 13
protists_plt	MW675669.1	Porphyropsis coccinea contig 65
protists_plt	MW675670.1	Porphyropsis coccinea contig 176
protists_plt	MW675673.1	Erythrotrichia welwitschii contig 106
protists_plt	MW675675.1	Erythrotrichia longistipitata contig 32
protists_plt	MW675676.1	Erythrotrichia longistipitata contig 1050
protists_plt	MW675681.1	Erythrocladia irregularis contig 1626
protists_plt	MW675682.1	Erythrocladia irregularis contig 1021
protists_plt	MW675683.1	Erythrocladia irregularis contig 112
protists_plt	MW675684.1	Porphyrostromium boryanum contig 182
protists_plt	NC_026522.1	Choreocolax polysiphoniae
